2016-1; § 13 ophæves.
2016-427; § 2, stk. 5, § 6, stk. 1, 2. pkt., og kapitel 8 a ophæves.
2016-427; § 51, stk. 1, nr. 1, ophæves.
2016-427; I § 52, stk. 1, udgår »§ 24 a,«.
2016-427; § 53 a, stk. 1, nr. 2, ophæves.
2016-427; § 57 a, nr. 1 og 2, ophæves.
2016-427; I § 59, stk. 1, nr. 1, udgår »§ 24 a, stk. 1,«.
2016-427; I § 61, stk. 1, 1. pkt., indsættes efter »§ 23, stk. 2,«: »§«, og »§ 24 a, stk. 2-5, §§« udgår.
2016-427; I fodnoten til lovens titel indsættes efter »Europa-Parlamentets og Rådets direktiv 2013/30/EU af 12. juni 2013, EU-Tidende 2013, nr. L 178, side 66,«: »og«, og », og dele af Europa-Parlamentets og Rådets direktiv 2011/92/EU af 13. december 2011 om vurdering af visse offentlige og private projekters indvirkning på miljøet (VVM-direktivet), EU-Tidende 2012, nr. L 26, side 1« udgår.
2016-427; Overskriften før § 23 og § 23 ophæves.
2016-427; I § 26, stk. 2, udgår », 23« og »og § 23, stk. 2,«.
2016-427; § 26 a, stk. 2, affattes således:
2016-427; I fodnoten til lovens titel udgår »dele af Europa-Parlamentets og Rådets direktiv 2011/92/EU af 13. december 2011 om vurdering af visse offentlige og private projekters indvirkning på miljøet (VVM-direktivet), EU-Tidende 2012, nr. L 26, side 1,«.
2016-427; I § 3, stk. 3, ændres »§ 5 u, § 11 g, stk. 3, og § 35« til: »‌§§ 5 u og 35«.
2016-427; Overskriften før § 11 g og § 11 g-§ 11 i ophæves.
2016-427; I § 35, stk. 2, udgår »reglen om VVM-pligt i § 11 g, stk. 1, eller«.
2016-427; I § 51, stk. 1, udgår », jf. dog stk. 2.«
2016-427; § 51, stk. 2 og 3, ophæves.
2016-427; I § 51, stk. 4 og 5, som bliver stk. 2 og 3, ændres »Tilsynsmyndigheden« til: »Kommunalbestyrelsen«.
2016-427; I § 54 b, stk. 2, udgår »samt selvstændige VVM-redegørelser«.
2016-427; I § 57, stk. 1, ændres »Erhvervs- og vækstministeriets og kommunalbestyrelsens« til: »Kommunalbestyrelsens«, og »pågældende myndigheder« ændres til: »kommunalbestyrelsen«.
2016-427; § 57 a, stk. 5, ophæves.
2016-427; § 58, stk. 1, nr. 3 og 5, ophæves.
2016-427; I § 58, stk. 1, nr. 4, der bliver nummer 3, udgår », jf. dog stk. 2«.
2016-427; § 58, stk. 2, ophæves.
2016-427; I § 59, stk. 2, ændres »§ 58, stk. 1, nr. 1, 3, 4 og 5« til: »§ 58, stk. 1, nr. 1 og 3«.
2016-427; I § 60, stk. 8, 1. pkt., ændres »§ 58, stk. 1, nr. 3, 4 og 5« til: »§ 58, stk. 1, nr. 3«.
2016-427; I § 63, stk. 2, 1. pkt., ændres »De i § 51 nævnte myndigheder« til: »Kommunalbestyrelsen«, og i 2. pkt. ændres »vedkommende myndighed« til: »kommunalbestyrelsen«.
2016-427; I § 63, stk. 3, ændres »vedkommende myndighed« til: »kommunalbestyrelsen«.
2016-427; § 64, stk. 2, ophæves.
2016-427; I § 28 a, stk. 1, 1. pkt., ændres »der må antages at påvirke miljøet i væsentlig grad, kan kun meddeles på baggrund af en vurdering af de miljømæssige konsekvenser, og efter at den berørte offentlighed og de berørte myndigheder og organisationer har haft lejlighed til at udtale sig« til: »der i sig selv eller i forbindelse med andre projekter eller planer må antages at kunne påvirke udpegede internationale naturbeskyttelsesområder væsentligt, kan kun meddeles på baggrund af en vurdering af projektets virkninger på lokaliteten under hensyn til bevaringsmålsætningerne for denne«.
2016-427; § 28 a, stk. 1, 2. pkt., ophæves.
2016-427; I § 28 c, stk. 1, udgår », hvilke projekter der er omfattet af § 28 a, stk. 1,« og »af de miljømæssige konsekvenser og«.
2016-427; I § 37 a, stk. 3, ændres »§§ 28 a eller 28 b.« til: »§ 28 a, § 28 b eller lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM).«
2016-427; I § 37 a, stk. 5, ændres »§§ 28 a eller 28 b« til: »§ 28 a, § 28 b eller lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM)«.
2016-427; I § 4 a, stk. 1, 1. pkt., ændres »påvirke miljøet i væsentlig grad, kan kun meddeles på baggrund af en vurdering af de miljømæssige konsekvenser, og efter at offentligheden og de berørte myndigheder og organisationer har haft lejlighed til at udtale sig herom« til: »kunne påvirke udpegede internatio­nale naturbeskyttelsesområder væsentligt, kan kun meddeles på baggrund af en vurdering af projektets virkninger på lokaliteten under hensyn til bevaringsmålsætningerne for denne«.
2016-427; § 4 a, stk. 1, 2. pkt., ophæves.
2016-427; I § 4 d, stk. 1, ændres », hvilke projekter der er omfattet af § 4 a, stk. 1, indhold og omfang af vurderinger efter § 4 a, stk. 1, ansøgning om og meddelelse af tilladelser, hvilke mindsteoplysninger og undersøgelser der er nødvendige for at kunne foretage vurderinger efter § 4 a, stk. 1, underretning og høring af den berørte offentlighed og de berørte myndigheder og organisationer vedrørende vurderinger efter § 4 a, stk. 1,« til: »indhold og omfang af vurderinger efter § 4 a, stk. 1, ansøgning om og meddelelse af tilladelser, hvilke mindsteoplysninger og undersøgelser der er nødvendige for at kunne foretage vurderinger efter § 4 a, stk. 1,«.
2016-427; I § 9, stk. 1, 1. pkt., ændres »lov om planlægning« til: »lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM)«, og »VVM-redegørelse« til: »miljøkonsekvensrapport«.
2016-427; § 26 ophæves.
2016-427; I § 29, stk. 2, ændres »§§ 22-28« til: »§§ 22-25, 27 og 28 og lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM)«.
2016-427; I § 29, stk. 3, ændres »§§ 22-28« til: »§§ 22-25, 27 og 28 og lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM)«.
2016-427; I § 67, stk. 1, ændres »§§ 26-28« til: »§§ 27 og 28 og lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM)«.
2016-427; § 8, stk. 1, nr. 3, ophæves.
2016-427; I § 89, stk. 2, ændres »§ 8, stk. 1, nr. 4« til: »§ 8, stk. 1, nr. 3«.
2016-427; § 1, stk. 2, nr. 3, litra m, affattes således:
2016-427; § 1, stk. 2, nr. 3, litra n, affattes således:
2016-428; I overskriften før § 16 indsættes efter »Afskrivning«: »og bortfald«.
2016-428; I § 16 indsættes efter stk. 1 som nyt stykke:
2016-428; I § 23, stk. 1, 2. pkt., ændres »tillæg som nævnt i § 59, 4. pkt.,« til: »rente som nævnt i § 59,«.
2016-428; § 56, nr. 4, ophæves.
2016-428; I § 56 indsættes som stk. 2 og 3:
2016-428; I § 62 C indsættes efter stk. 2 som nyt stykke:
2016-428; I § 8 Y, stk. 3, 2. pkt., ændres »14 dage efter betalingen, dog senest 1 måned efter fakturaens modtagelse« til: »i forbindelse med virksomhedens selvangivelsesfrist for det indkomstår, hvori købet er foretaget«.
2016-428; I § 2, stk. 6, indsættes som 5. pkt.:
2016-428; I § 16 c, stk. 1, indsættes som 4. pkt.:
2016-428; I § 16 c, stk. 3, 3. pkt., indsættes efter »hvor debetsaldoen er«: »større end 200 kr. og«.
2016-428; I § 16 c, stk. 4, 3. pkt., ændres »100 kr.« til: »200 kr.«
2016-428; I § 16 c, stk. 4, indsættes som 6. og 7. pkt.:
2016-428; § 29 B, stk. 2, 3.-5. pkt., affattes således:
2016-428; § 29 B, stk. 8, 2. pkt., ophæves, og i stedet indsættes:
2016-429; I § 7 indsættes som nr. 30:
2016-430; Efter § 7 O indsættes:
2016-430; I § 16 B, stk. 2, nr. 1, 1. pkt., ændres »§ 28, og når« til: »§ 28, aktier omfattet af § 7 P eller aktier erhvervet ved udnyttelse af en købe- eller tegningsret omfattet af § 7 P, og når det ved«.
2016-430; I § 28 indsættes som stk. 11:
2016-430; I § 2, stk. 3, nr. 1, 1. pkt., indsættes efter »ligningslovens § 28,«: »aktier, der er erhvervet efter ligningslovens § 7 P, og aktier erhvervet ved udnyttelse af en købe- eller tegningsret til aktier omfattet af ligningslovens § 7 P,«.
2016-430; I § 14, stk. 2, 1. pkt., indsættes efter »stk. 4«: »og 5«.
2016-430; I § 38, stk. 2, indsættes efter »ligningslovens § 7 N,«: »aktier, der er erhvervet efter ligningslovens § 7 P, aktier, der er erhvervet ved udnyttelse af en købe- eller tegningsret til aktier omfattet af ligningslovens § 7 P,«.
2016-430; I § 38, stk. 3, 3. pkt., udgår »samt«, og efter »ligningslovens § 7 N« indsættes: », samt for aktier, der er erhvervet efter ligningslovens § 7 P, aktier, der er erhvervet ved udnyttelse af en købe- eller tegningsret til aktier omfattet af ligningslovens § 7 P, og personens øvrige aktier i det selskab, hvori der er erhvervet aktier efter ligningslovens § 7 P«.
2016-430; I § 30, stk. 3, 3. pkt., og to steder i § 30, stk. 4, 2. pkt., ændres »ligningslovens § 28« til: »ligningslovens §§ 7 P eller 28«.
2016-430; I § 7 A, stk. 2, nr. 11, 1. pkt., indsættes efter »vederlaget«: »er omfattet af ligningslovens § 7 P eller«.
2016-430; I § 7 A, stk. 2, nr. 12, 1. pkt., indsættes efter »medhjælp for et selskabs bestyrelse«: », og som ikke er omfattet af ligningslovens § 7 P«.
2016-430; I § 7 A, stk. 2, indsættes som nr. 15:
2016-430; I § 10 indsættes efter stk. 4 som nye stykker:
2016-456; I § 17, stk. 2, 2. pkt., og stk. 3, 4. pkt., indsættes efter »rehabiliteringsteam«: », jf. dog stk. 4«.
2016-456; I § 17 indsættes efter stk. 3 som nyt stykke:
2016-456; I § 18, stk. 2, indsættes som 2. pkt.:
2016-456; I § 19 indsættes som stk. 5:
2016-456; I § 9, stk. 1, 2. pkt., indsættes efter »førtidspension«: », jf. dog § 17, stk. 4, og § 18, stk. 2, i lov om social pension«.
2016-457; I fodnoten til lovens titel indsættes efter »dele af Europa-Parlamentets og Rådets direktiv 2004/35/EF af 21. april 2004 om miljøansvar for så vidt angår forebyggelse og afhjælpning af miljøskader, EU-Tidende 2004, nr. L 143, side 56, som ændret senest ved Europa-Parlamentets og Rådets direktiv 2009/31/EF af 23. april 2009 om geologisk lagring af kuldioxid og om ændring af Rådets direktiv 85/337/EØF, Europa-Parlamentets og Rådets direktiv 2000/60/EF, 2001/80/EF, 2004/35/EF, 2006/12/EF, 2008/1/EF og forordning (EF) nr. 1013/2006, EU-Tidende 2009, nr. L 140, side 114,«: »dele af Europa-Parlamentets og Rådets direktiv 2006/21/EF af 15. marts 2006 om håndtering af affald fra udvindingsindustrien og om ændring af direktiv 2004/35/EF, EU-Tidende 2006, nr. L 102, side 15, som ændret ved Europa-Parlamentets og Rådets forordning (EF) nr. 596/2009 af 18. juni 2009 om tilpasning til Rådets afgørelse 1999/468/EF af visse retsakter, der er omfattet af proceduren i traktatens artikel 251, for så vidt angår forskrifts­proceduren med kontrol, EU-Tidende 2009, nr. L 188, side 14,«.
2016-457; Efter § 2 indsættes:
2016-457; I § 79 indsættes efter stk. 2 som nyt stykke:
2016-457; I § 79, stk. 4, der bliver stk. 5, ændres »stk. 1-3« til: »stk. 1-4«.
2016-510; I § 1, stk. 1, nr. 2, indsættes efter »virksomheden har produktionsenheder med hovedaktiviteter, der er omfattet af de NACE-koder, der er nævnt i bilag 3 i Europa-Kommissionens retningslinjer for statsstøtte til miljøbeskyttelse og energi 2014-2020,«: »eller virksomheden har produktionsenheder med hovedaktiviteter med en elektricitetsintensitet på mindst 20 pct., der tilhører en sektor med en handelsintensitet på mindst 4 pct. på EU-plan,«.
2016-510; I § 1 indsættes som stk. 4:
2016-510; I § 3 indsættes som stk. 4:
2016-511; I § 2, stk. 1, nr. 3, ændres »5« til: »4«.
2016-511; I § 3 a, stk. 1, ændres »på et niveau højere end uddannelse på erhvervsakademiniveau« til: », jf. dog stk. 2«.
2016-511; § 13, stk. 1, affattes således:
2016-511; I § 13 indsættes efter stk. 1 som nyt stykke:
2016-511; I § 13, stk. 4, der bliver stk. 5, indsættes efter »stk. 1«: »og 2«.
2016-512; I § 3, stk. 1, 1. pkt., indsættes efter »gyldigt«: », jf. dog stk. 2«.
2016-512; § 3, stk. 1, 2. pkt., ophæves.
2016-512; I § 3 indsættes efter stk. 1 som nye stykker:
2016-512; I § 3, stk. 2, der bliver stk. 4, ændres »Egenbetalingen efter stk. 1, jf. § 1,« til: »Satserne i stk. 1 og 2«.
2016-512; I § 3 indsættes efter stk. 2, der bliver stk. 4, som stk. 5:
2016-512; I § 4, stk. 4, og § 5, nr. 4, ændres »§ 3, stk. 1« til: »§ 3, stk. 1-3«.
2016-602; I § 40 c ændres »1-4« til: »1-9«.
2016-602; I § 40 d, stk. 1, og § 40 e, stk. 1, ændres »5« til: »10«.
2016-602; I § 40 d, stk. 1, ændres »sikkerhedsrepræsentant« til: »arbejdsmiljørepræsentant«.
2016-602; I § 40 d, stk. 2, ændres »sikkerhedsrepræsentantens« til: »arbejdsmiljørepræsentantens«.
2016-602; I § 40 d, stk. 2-4, ændres »sikkerhedsrepræsentanten« til: »arbejdsmiljørepræsentanten«.
2016-602; I § 40 d, stk. 5, ændres »Sikkerhedsrepræsentanten« til: »Arbejdsmiljørepræsentanten«.
2016-602; I § 40 e, stk. 1, ændres »et sikkerhedsudvalg« til: »en arbejdsmiljøorganisation«.
2016-602; I § 40 e, stk. 2, 1. pkt., stk. 3 og 4, ændres »Sikkerhedsudvalget« til: »Arbejdsmiljøorganisationen«.
2016-602; I § 40 e, stk. 2, 1. pkt., § 40 f, 1. pkt., og § 40 g, stk. 2, ændres »sikkerhedsrepræsentanter« til: »arbejdsmiljørepræsentanter«.
2016-602; I § 40 e, stk. 2, 2. pkt., ændres »Det enkelte sikkerhedsudvalg« til: »Den enkelte arbejdsmiljøorganisation«.
2016-602; I § 40 f, 1. pkt., ændres »sikkerhedsudvalget« til: »arbejdsmiljøorganisationen«.
2016-602; I § 40 g, stk. 2, ændres »sikkerhedsudvalg« til: »arbejdsmiljøorganisationer«, og »udvalgets« ændres til: »arbejdsmiljøorganisationens«.
2016-602; Efter kapitel 9 indsættes:
2016-602; § 148 affattes således:
2016-602; I § 149 indsættes som stk. 16 og 17:
2016-602; I § 150 indsættes som stk. 10-22:
2016-612; I § 4 c, stk. 4, nr. 5, ændres »§ 9 a, stk. 2, nr. 1-11 eller 13« til: »§ 9 a, stk. 2, nr. 1-10 eller 12«.
2016-612; § 9 a, stk. 2, nr. 1, ophæves.
2016-612; I § 9 a, stk. 2, nr. 11, der bliver nr. 10, ændres »stk. 15« til: »stk. 13«.
2016-612; I § 9 a, stk. 2, nr. 13, der bliver nr. 12, ændres »stk. 18« til: »stk. 16«, »nr. 3« ændres til: »nr. 2«, og »nr. 4« ændres til: »nr. 3«.
2016-612; I § 9 a, stk. 3, ændres i 2. pkt. »stk. 2, nr. 1, 10 og 11« til: »stk. 2, nr. 9 og 10«, i 3. pkt. ændres »stk. 2, nr. 5« til: »stk. 2, nr. 4«, 4. pkt. ophæves, og i 5. pkt., der bliver 4. pkt., ændres »stk. 2, nr. 1 og 10« til: »stk. 2, nr. 9«.
2016-612; I § 9 a, stk. 4, ændres »stk. 2, nr. 1-9, 11 og 13« fire steder til: »stk. 2, nr. 1-8, 10 og 12«.
2016-612; I § 9 a, stk. 5, ændres »stk. 2, nr. 12« to steder til: »stk. 2, nr. 11«.
2016-612; I § 9 a, stk. 7 og 8, ændres »stk. 2, nr. 2-9, 12 og 13« til: »stk. 2, nr. 1-8, 11 og 12«.
2016-612; § 9 a, stk. 9, ophæves.
2016-612; I § 9 a, stk. 10, der bliver stk. 9, ændres »stk. 2, nr. 2-9, 11 og 13« til: »stk. 2, nr. 1-8, 10 og 12«.
2016-612; I § 9 a, stk. 11, der bliver stk. 10, ændres »stk. 2, nr. 2 eller 3 eller nr. 13, litra a-c« til: »stk. 2, nr. 1 eller 2 eller nr. 12, litra a-c«, og »10« ændres til »9«.
2016-612; § 9 a, stk. 12, ophæves.
2016-612; I § 9 a, stk. 13, der bliver stk. 11, ændres »stk. 2, nr. 2« til: »stk. 2, nr. 1«.
2016-612; I § 9 a, stk. 14, der bliver stk. 12, ændres »stk. 2, nr. 3« til: »stk. 2, nr. 2«.
2016-612; I § 9 a, stk. 15, der bliver stk. 13, og stk. 16, der bliver stk. 14, ændres »stk. 2, nr. 11« til: »stk. 2, nr. 10«.
2016-612; I § 9 a, stk. 17, der bliver stk. 15, ændres »stk. 18« til: »stk. 16«, og »stk. 2, nr. 13« ændres til: »stk. 2, nr. 12«.
2016-612; I § 9 a, stk. 19, der bliver stk. 17, ændres »stk. 18« til: »stk. 16«.
2016-612; I § 9 a, stk. 20, der bliver stk. 18, ændres »stk. 21« til: »stk. 19«.
2016-612; I § 9 a, stk. 21, der bliver stk. 19, ændres to steder »stk. 18« til: »stk. 16«.
2016-612; I § 9 a, stk. 22, der bliver stk. 20, ændres »stk. 18-21« til: »stk. 16-19«.
2016-612; I § 9 h, stk. 1, nr. 4, ændres »§ 9 a, stk. 2, nr. 1-13« til: »§ 9 a, stk. 2, nr. 1-12«.
2016-612; I § 9 h, stk. 1, nr. 13, ændres »§ 9 a, stk. 11« til: »§ 9 a, stk. 10«.
2016-612; § 9 h, stk. 1, nr. 14, ophæves.
2016-612; I § 9 h, stk. 3, ændres »stk. 18« til: »stk. 16«.
2016-612; I § 9 h, stk. 4, 1. pkt., ændres »og 12-14« til: », 12 og 13«, »samt omkostningerne ved Styrelsen for International Rekruttering og Integrations behandling af ansøgninger om dispensation for bortfald, hvis udlændingen har opholdstilladelse efter § 9 a, stk. 2, nr. 1« udgår, og i 3. pkt. ændres »nr. 15 og 16« til: »nr. 14 og 15«.
2016-612; I § 9 h, stk. 13, ændres »og 12-14« til: », 12 og 13«, og »15 og 16« ændres til: »14 og 15«.
2016-612; I § 9 m, stk. 1, 1. pkt., ændres »§ 9 a, stk. 2, nr. 1-13, eller stk. 11« til: »§ 9 a, stk. 2, nr. 1-12, eller stk. 10«, og 2-4. pkt. ophæves.
2016-612; I § 17, stk. 5, ændres »§ 9 a, stk. 2, nr. 4 og 13« til: »§ 9 a, stk. 2, nr. 3 og 12«, og »§ 9 a, stk. 2, nr. 13« ændres til: »§ 9 a, stk. 2, nr. 12«.
2016-612; § 19, stk. 1, nr. 9, ophæves.
2016-612; I § 19, stk. 1, nr. 10, der bliver nr. 9, ændres »§ 9 a, stk. 3, 5. pkt.,« til: »§ 9 a, stk. 3, 4. pkt.«
2016-612; I § 40, stk. 2, ændres »§ 9 a, stk. 2, nr. 2-9, 12 og 13« til: »§ 9 a, stk. 2, nr. 1-8, 11 og 12«.
2016-612; I § 46, stk. 2, ændres »og 12-14« til: », 12 og 13«.
2016-612; I § 48 h ændres »§ 9 a, stk. 2, nr. 11, og stk. 16« til: »§ 9 a, stk. 2, nr. 10, og stk. 14«.
2016-612; I § 52 b, stk. 2, nr. 5, ændres »§ 9 a, stk. 18« til: »§ 9 a, stk. 16«, og i nr. 6 ændres »9 a, stk. 20, jf. § 9 a, stk. 21« til: »§ 9 a, stk. 18, jf. § 9 a, stk. 19«, og »§ 9 a, stk. 21« ændres til: »§ 9 a, stk. 19«.
2016-614; I § 33, stk. 2, 1. pkt., indsættes efter »i en kommunal international grundskole«: », i et kommunalt særligt tilbud om grundskoleundervisning til visse udenlandske børn og unge«.
2016-615; I § 11, stk. 4, nr. 5, udgår »eller«.
2016-615; I § 11, stk. 4, nr. 6, ændres »i lov om råstoffer.« til: »i lov om råstoffer, eller«.
2016-615; I § 11, stk. 4, indsættes som nr. 7:
2016-615; I § 13, stk. 1, nr. 6, udgår »eller«.
2016-615; I § 13, stk. 1, nr. 7, ændres »i lov om råstoffer.« til: »i lov om råstoffer, eller«.
2016-615; I § 13, stk. 1, indsættes som nr. 8:
2016-617; I § 6, stk. 5, ændres »lov om elektroniske signaturer« til: »forordning (EU) nr. 910/2014 af 23. juli 2014 om elektronisk identifikation og tillidstjenester til brug for elektroniske transaktioner på det indre marked og om ophævelse af direktiv 1999/93/EF«.
2016-618; I § 16, stk. 1, indsættes efter nr. 3 som nye numre:
2016-618; I § 16, stk. 2, indsættes som 2. pkt.:
2016-618; I § 47 indsættes efter »værgen«: »eller en fremtidsfuldmægtig«, og efter »værgemål« indsættes: »eller har oprettet en fremtidsfuldmagt, der er sat i kraft«.
2016-618; I § 14 ændres »§§ 15-51« til: »loven«.
2016-618; I § 18, stk. 1, 2. pkt., udgår »dog«.
2016-618; I § 18, stk. 1, indsættes som 3. pkt.:
2016-618; I § 18, stk. 2, ændres »ingen nærmeste pårørende eller værge« til: »ingen nærmeste pårørende, værge eller fremtidsfuldmægtig, der kan repræsentere patienten i personlige forhold, herunder helbredsforhold«.
2016-618; I § 18, stk. 4, ændres »de nærmeste pårørende eller værgen« til: »de nærmeste pårørende, værgen eller fremtidsfuldmægtigen«.
2016-618; I § 19 ændres »nærmeste pårørende eller værge« til: »nærmeste pårørende, værge eller fremtidsfuldmægtig«.
2016-618; § 22, stk. 1, 2. pkt., ophæves, og i stedet indsættes:
2016-618; I § 27 d, stk. 1, indsættes som 3. pkt.:
2016-618; I § 27 d, stk. 2, ændres »patientens nærmeste pårørende eller værge« til: »patientens nærmeste pårørende, værge eller fremtidsfuldmægtig«.
2016-618; I § 27 d, stk. 3, indsættes som 2. pkt.:
2016-618; I § 27 d, stk. 4, ændres »nærmeste pårørende eller værge« til: »nærmeste pårørende, værge eller fremtidsfuldmægtig«.
2016-618; I § 27 d, stk. 5, ændres »den nærmeste pårørende eller værgen« til: »den nærmeste pårørende, værgen eller fremtidsfuldmægtigen«.
2016-618; § 52, stk. 2, 3. pkt., ophæves, og i stedet indsættes:
